Tweet,Tweet timestamp,Location,Sentiment
"Want to work at The Church of Jesus Christ of La...? We're hiring in #LangleyCity, BC! Click for details:\u2026 https://t.co/zwuG0Mdcy0",09-02-2021 18:55,Vancouver,Positive
@CNN YEEEEEEHAAAAAA!!!\n\nBut McConnell still kissing Cockwomble's butt,09-02-2021 18:55,Vancouver,Negative
"Sculptures of mythical creatures have magically appeared in a Burnaby park...Including a dragon, troll, mermaid, un\u2026 https://t.co/qTa0e9bc6U",09-02-2021 18:55,Vancouver,Positive
Yoga &amp;amp; Mindfulness - Expedition #1 https://t.co/US7YCI4PvA check out what my son is doing at SMUS!!! Yay....,09-02-2021 18:55,Vancouver,Positive
https://t.co/tstO5OMdEH,09-02-2021 18:55,Vancouver,Positive
YEEEEEEHAAAAAA!!,09-02-2021 18:55,Vancouver,Negative
@james_omoboye This one burn my body o.\ud83e\udd23\ud83e\udd23\ud83e\udd23,09-02-2021 18:56,Vancouver,Negative
@mattsekeres Hey Matt. What a shock. So many good people losing jobs. My thoughts are with you. Scott Cousens,09-02-2021 18:56,Vancouver,Positive
Eita,09-02-2021 18:56,Vancouver,Negative
Ranch is to Punjabi pizza... What Olive oil/balsamic is to Focaccia.\n\n@RandipJanda @danriccio_,09-02-2021 18:56,Vancouver,Positive
YEEEEHAAAAA!!!\n\nMcConnell still kissing Cockwomble's butt \ud83d\ude44\ud83d\ude18\ud83d\ude18,09-02-2021 18:56,Vancouver,Negative
@olumuyiwaayo @james_omoboye Ha!\n\nThis one is wickedness.\ud83e\udd23\ud83e\udd23,09-02-2021 18:56,Vancouver,Positive
"@yani_tsm @StellaKarameloh @DavidSimsGame @SimGuruAlana @SimGuruMegz @KellBell_sims Oh, I see. That\u2019s good to know,\u2026 https://t.co/ushANRbnSd",09-02-2021 18:56,Vancouver,Positive
@andre_serret Ahahahahah sim,09-02-2021 18:56,Vancouver,Negative
@PaulChapman_ @RobFai Lol,09-02-2021 18:56,Vancouver,Negative
Happy #NationalPizzaDay! https://t.co/pWftdkPmjG,09-02-2021 18:56,Vancouver,Positive
@IIHFHockey @LamoureuxTwins @moniquelam7 @usahockey @TeamUSA @PWHPA #HockeyTwins are the best twins. Happy retireme\u2026 https://t.co/n2Wz6UIL8G,09-02-2021 18:56,Vancouver,Positive
@robert_spalding Absolutely.,09-02-2021 18:56,Vancouver,Positive
Imagine.... A warm ocean view... Watercolours available for you to mat and frame. Use original art as your backdrop\u2026 https://t.co/8MRYhNz9Gg,09-02-2021 18:56,Vancouver,Positive
@EvrettDaze @fangirlfornfl @4tricel @AmyTrask @S_TweetThang @amypoehler__ @neece5081 @AOC @emilymdietrich\u2026 https://t.co/FPhx6uFxlF,09-02-2021 18:56,Vancouver,Positive
@honestgswfan69 he\u2019s my lil aiyuk for sure,09-02-2021 18:56,Vancouver,Positive
Imagine.... A warm ocean view... Watercolours available for you to mat and frame. Use original art as your backdrop\u2026 https://t.co/1FuAn33O1L,09-02-2021 18:56,Vancouver,Positive
There is literally a list of countries that are more small time than overglorified neopoints,09-02-2021 18:56,Vancouver,Negative
"@redhotcrew2004 @JanetBrown980 @CKNW Thank you very much, Kelly!",09-02-2021 18:56,Vancouver,Positive
Gold.,09-02-2021 18:57,Vancouver,Positive
\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d https://t.co/o6363ww4fU,09-02-2021 18:57,Vancouver,Positive
@Ugomego Thanks Sam: Interesting.,09-02-2021 18:57,Vancouver,Positive
Well done Chris!,09-02-2021 18:57,Vancouver,Negative
I will repetitively Modern Baseball my way into a crappy day and I can\u2019t stop,09-02-2021 18:57,Vancouver,Negative
"Is the past being rewritten in LGBT+ history month?: But do lesbian, gay, bisexual and trans people really need the\u2026 https://t.co/lHIMnw3iti",09-02-2021 18:57,Vancouver,Negative
"Mike Simmons beats Rep. Kelly Cassidy to become first openly gay Black Ill. state senator: Mike Simmons, a Black an\u2026 https://t.co/j2jcyJhVN2",09-02-2021 18:57,Vancouver,Positive
@soferasdomundo S\xf3 merda em cima de merda. Uma bola de neve de trag\xe9dia :(,09-02-2021 18:57,Vancouver,Negative
Dress appropriately! It\u2019s cold out there.,09-02-2021 18:57,Vancouver,Negative
"Just posted a photo @ Vancouver, British Columbia https://t.co/wrVjF1ryap",09-02-2021 18:57,Vancouver,Positive
@mamunga_ metropolitan areas may mean bigger audience but that doesn't mean everyone can afford it. that's why i sa\u2026 https://t.co/fiyzsTb6LN,09-02-2021 18:57,Vancouver,Negative
I too want to \u2018scream for screening\u2019 as early as possible so that we can begin to offer learning strategies before\u2026 https://t.co/HM5dxYfNUC,09-02-2021 18:57,Vancouver,Positive
"What a sad day for sports radio and Vancouver sports culture... much love to Jeff Paterson, Donnie, Price, all you\u2026 https://t.co/RysiamYSmv",09-02-2021 18:57,Vancouver,Negative
@briantylercohen I missed it too,09-02-2021 18:57,Vancouver,Negative
@DomSramaty @danriccio_ You still love me!!!!,09-02-2021 18:57,Vancouver,Positive
@olumuyiwaayo @Oludeewon @Okafor_SC @arawu_samuel @Okpala_IU @eniolakiite @TundeTASH @ritapurity @SamdGreat01\u2026 https://t.co/a6BKvm1gfl,09-02-2021 18:57,Vancouver,Positive
@BigNasty6oh4 #FuckBell,09-02-2021 18:57,Vancouver,Negative
A m\xe3o do exposed chega a tremer tem hora,09-02-2021 18:57,Vancouver,Negative
@rayferrarotsn @JanetBrown980 TSN1040 was the best sports station in the country. Horrible short term decision by BELL.,09-02-2021 18:58,Vancouver,Positive
@thekerrve Woof,09-02-2021 18:58,Vancouver,Negative
@DancesWithTamis House budget: $7M\nTV budget: $20,09-02-2021 18:58,Vancouver,Positive
"Don\u2019t wish people a happy birthday if you\u2019re just going to use it as an excuse to complain about aging. So depressing, my god.",09-02-2021 18:58,Vancouver,Positive
"@Izichka @ACFAAB @frankiesnorm @FPFAlberta @HistoireAB @Lecafeshow_RC Isabelle, je ne reconnais pas tous les acrony\u2026 https://t.co/LnRokh41fP",09-02-2021 18:58,Vancouver,Positive
Self-care is great health care and its starts with your feet at Vancouver Orthotics\xc2\xa0 https://t.co/DWE8Kz7eT8\u2026 https://t.co/K3ucfy4H3O,09-02-2021 18:58,Vancouver,Positive
@gtconway3d In a word bullshit from \nGOPQ.,09-02-2021 18:58,Vancouver,Positive
Y\u2019all hit up @DJEagleOne @eaglesmusicnest &amp; request some #CountrySupper &amp; #DirtySouthBlues \ud83d\udc4a\u26a1\ufe0f\ud83c\udf7b\ud83d\ude08\n\u2022\nhttps://t.co/CM1i4WGVyi,09-02-2021 18:58,Vancouver,Positive
@kasie here\u2019s the honorable Rob Portman voting his conscience,09-02-2021 18:58,Vancouver,Negative
@SarcasticCan @NSValley @Scribulatora @snapthennap ATI is the acronym for the Act (Access to Information)that gover\u2026 https://t.co/a5MqCfdE0Q,09-02-2021 18:58,Vancouver,Positive
"@abbyroadkill Onward and upward, bro!",09-02-2021 18:58,Vancouver,Negative
@Tracesing @briantylercohen Absolutely... We NEED an edit button,09-02-2021 18:58,Vancouver,Negative
@srobarts @newsthump As soon as you toss them you know you will need one. I have way too many of these boxes \ud83d\udce6,09-02-2021 18:58,Vancouver,Negative
@mattsekeres @RobFai @ShantelleSChand @DhaliwalSports @BlakePriceTSN @JasonBroughTSN @HalfordTSN \n\nPodcast time: \n1\u2026 https://t.co/arHb7kFqxV,09-02-2021 18:58,Vancouver,Positive
"Sunshine and coffee, chasing the chill away on a winter day. @starbucks #coquitlam #metime #coffeeandcontemplation\u2026 https://t.co/m8Yp9duQ02",09-02-2021 18:58,Vancouver,Positive
Had fun with this one @emmagkershaw #penpalooza https://t.co/vZZJ7Gbs8A,09-02-2021 18:58,Vancouver,Positive
And an exciting mailbox today! @juliehenryevans @jkbeitz https://t.co/Rcl182FOdL,09-02-2021 18:58,Vancouver,Positive
And a swirl of local Valentines! https://t.co/tOMNWCYuvY,09-02-2021 18:59,Vancouver,Positive
@soferasdomundo Afe s\xf3 piora :( e esse governo irrespons\xe1vel escondendo informa\xe7\xf5es.,09-02-2021 18:59,Vancouver,Negative
"(meme, need I say more)\n#CORPSE #corpsehusband #meme https://t.co/OUZqYoaI1B",09-02-2021 18:59,Vancouver,Positive
Just posted a photo @ Reva Realty Group Inc. https://t.co/wgJIpR6C4m,09-02-2021 18:59,Vancouver,Positive
@CanuckRanger1 @granvillebeer brewhall is amazing! i live nearby too \ud83e\udd24,09-02-2021 18:59,Vancouver,Positive
I gained like 100 followers already today. Who knew losing my job would make me more popular?,09-02-2021 18:59,Vancouver,Negative
3x in the past week. Just this Kingfisher &amp; me for an hour in the freezing cold. Do most photographers believe they\u2026 https://t.co/pnbLAmqDNs,09-02-2021 18:59,Vancouver,Positive
"@ecto_fun I love this!! Great film, great song and great work by you !\ud83d\udda4\ud83e\udd70",09-02-2021 18:59,Vancouver,Positive
Moro vai fugir rapidinho. Que piada esse pa\xeds!,09-02-2021 18:59,Vancouver,Negative
This was for my Instagram that's why the watermark isn't ny Twitter @,09-02-2021 18:59,Vancouver,Positive
I still miss you #Vancouver #SonyAlpha https://t.co/eWsekzjoSC,09-02-2021 18:59,Vancouver,Negative
#FuckBell,09-02-2021 18:59,Vancouver,Negative
@myownadvisor Glad I could help! I'm sure lots of people are in the same boat and are considering their options.,09-02-2021 18:59,Vancouver,Positive
@MJ312 @RefAubrey *You,09-02-2021 18:59,Vancouver,Negative
Slurrrrrp! \ud83d\udca6 \n\n#husky #dogs #dogsoftwitter #tongueouttuesday #boopmynose https://t.co/Jcu5qQqgBL,09-02-2021 18:59,Vancouver,Positive
Having a great doctor with an awful receptionist is PAIN.,09-02-2021 18:59,Vancouver,Positive
@IRPlawyer ... following the voices in his head ..?,09-02-2021 18:59,Vancouver,Positive
@nlpassmore Dominos emails me EVERY. DAY.,09-02-2021 18:59,Vancouver,Positive
Apparently every Tuesday my scheduled @TransLink bus just decides to no show? \ud83e\udd37\u200d\u2642\ufe0f,09-02-2021 19:00,Vancouver,Negative
@MominaRaja9 \ud83e\udd23\ud83d\ude02\ud83e\udd23,09-02-2021 19:00,Vancouver,Negative
@nicky_schacht @granvillebeer mmm one day i\u2019ll try it!,09-02-2021 19:00,Vancouver,Negative
"Because you can\u2019t afford any downtime! We offer quality Recovering, Regrinds &amp; New Builds in a wide range of elasto\u2026 https://t.co/O3CP0GcvvO",09-02-2021 19:00,Vancouver,Positive
@cauapicetti Aaaaaaaaa ahahahahah,09-02-2021 19:00,Vancouver,Negative
@hobbybreeding Thank you! \ud83e\udd0d,09-02-2021 19:00,Vancouver,Positive
@ProudSocialist Attacks on AOC and the squad are  serious political malpractice. \n1) there is no viable option.\n2)\u2026 https://t.co/wHW1mivaKS,09-02-2021 19:00,Vancouver,Positive
my favourite moment \u2763\ufe0f,09-02-2021 19:00,Vancouver,Positive
I want to cut the crease with @allaboutvanity_  #cutthecrease,09-02-2021 19:00,Vancouver,Negative
Que bosta. https://t.co/NSH9kvEsrJ,09-02-2021 19:00,Vancouver,Positive
"A whole schmood \ud83c\udf9e \n\n@imjamieedgar @ Vancouver, British Columbia https://t.co/tHGdyUm3XU",09-02-2021 19:00,Vancouver,Positive
@FootyK @srobarts @newsthump I sure hope I never have to bring my Zip drive back online. So many odd cables to brin\u2026 https://t.co/tFPmkVbnGY,09-02-2021 19:00,Vancouver,Positive
\ud83d\udc47 #FarmersProtest #Modi #BJP #India #GodiMedia #FreePress #HumanRights #ReleaseNodeepKaur #IStandWithFarmers\u2026 https://t.co/WDmTR2DjNr,09-02-2021 19:00,Vancouver,Positive
#affordablehousing,09-02-2021 19:00,Vancouver,Negative
"Join the Mastercard team! See our latest job opening here: https://t.co/fl3En6tQOz #IT #Vancouver, BC",09-02-2021 19:00,Vancouver,Positive
@joeleberman @RosieBarton @cath_cullen Give us hope please.... this stop and start shit from the media is driving m\u2026 https://t.co/CsBKMFZz3m,09-02-2021 19:00,Vancouver,Positive
@sarahkirby_yung @KarmSumal This is much needed for Robson Street as well in order to remain a vibrant and vital district.,09-02-2021 19:00,Vancouver,Negative
"@ProudSocialist There is a way to do it. It's called critical support. ""I'm a long time Bernie supporter. Nobody ha\u2026 https://t.co/DJiW6d5Vz9",09-02-2021 19:00,Vancouver,Positive
@Canucks @CanucksStore Ehhhh. Red really isn\u2019t Canucks colours,09-02-2021 19:01,Vancouver,Negative
@Marmel @brianrayguitar Absolutely!!,09-02-2021 19:01,Vancouver,Positive
@IndianNorth I\u2019m guessing it is \ud83e\udd14,09-02-2021 19:01,Vancouver,Negative
Bell owns:\n\nCrave\nHBO Canada\nRDS\nCTV\nTSN\n\nI doubt that anyone cuts them out of their lives over some radio stations\u2026 https://t.co/TZPJj9HLXU,09-02-2021 19:01,Vancouver,Positive
My spooly boy has 35lbs of teriyaki,09-02-2021 19:01,Vancouver,Positive
@mouthnoize @narcoleap https://t.co/stKOEniXUG,09-02-2021 19:01,Vancouver,Positive
@Canucks @CanucksStore Stop normalizing China. Fuck China. We\u2019re in this gong show right now because of their purposeful failure to warn us.,09-02-2021 19:01,Vancouver,Negative
@Rock1983 mmmm we had pizza on super bowl sunday so need to switch it up now haha,09-02-2021 19:01,Vancouver,Negative
"If anyone has Danger Bay saved, please let me know",09-02-2021 19:01,Vancouver,Negative
"@__JamesWood__ @BonksMullet Nah, they\u2019re world champions",09-02-2021 19:01,Vancouver,Positive
@RobHodkinson I had a knock off from Radio Shack.,09-02-2021 19:01,Vancouver,Positive
@jacob87s @YakCalm @BonksMullet What\u2019s their viewership compared to the mlb,09-02-2021 19:01,Vancouver,Negative
"@BonksMullet @ThomasDrance Actually, you can",09-02-2021 19:01,Vancouver,Positive
Pretty good series. https://t.co/nw0YZGFlgo,09-02-2021 19:01,Vancouver,Positive
had a mini photo shoot earlier (that\u2019s when rux ran off from the brewery &amp; nearly collided with a truck the size of\u2026 https://t.co/IVFNbqTenj,09-02-2021 19:01,Vancouver,Positive
Bell owns:\n\nCrave\nHBO Canada\nRDS\nCTV\nTSN\nBNN\nMuch\nMTV Canada\nDiscovery\nComedy Network\nSpace Network\nStarz\n\nI doubt\u2026 https://t.co/LcKAM1Jg19,09-02-2021 19:01,Vancouver,Positive
https://t.co/A1S7IgIIvc,09-02-2021 19:01,Vancouver,Positive
"this is happening right now! what does the \u201celimination of peremptory challenges\u201d mean for Indigenous, Black, and P\u2026 https://t.co/rl0oRP5juU",09-02-2021 19:01,Vancouver,Negative
What is the name of the most famous English playwright? https://t.co/6DSwFSUZjd,09-02-2021 19:02,Vancouver,Positive
zoom-court nightmare \ud83d\ude02,09-02-2021 19:02,Vancouver,Negative
@Dp67dl93M @ReturnofR https://t.co/4udaFmaCBB,09-02-2021 19:02,Vancouver,Positive
The decision to end Option 4 has a frustrating logical through line that\u2019s been a feature of our (prov &amp; fed) respo\u2026 https://t.co/5cVYR8skuF,09-02-2021 19:02,Vancouver,Positive
"If your whole industry tanked over the summer, you could apply for CERB to prevent you from becoming homeless. But\u2026 https://t.co/90p4CjHJWU",09-02-2021 19:02,Vancouver,Positive
Same with the PHO orders: you can\u2019t dine with ppl outside your household but nobody is enforcing that rule and rest\u2026 https://t.co/avkie8TT8j,09-02-2021 19:02,Vancouver,Positive
What\u2019s particularly vexing about that attitude in this particular situation (Option 4 schooling) is that all the pa\u2026 https://t.co/D1bsSggewz,09-02-2021 19:02,Vancouver,Positive
Bell Canada: #BellLetsTalk needs to end - Sign the Petition! https://t.co/ERnQpcvr84 via @CdnChange,09-02-2021 19:02,Vancouver,Positive
@krusty027 Any streaming site that has any of the above properties is paying Bell for the rights.\n\nThat includes pr\u2026 https://t.co/FJvq00Ltaf,09-02-2021 19:02,Vancouver,Positive
https://t.co/dIkgVxGhcd,09-02-2021 19:02,Vancouver,Positive
@thirdsubpod Yeah would be nice to hear from him. But maybe he didn't want to get into it if it related to family.\u2026 https://t.co/JNj2QynSHF,09-02-2021 19:02,Vancouver,Positive
"@SadClubCommish Morning routine for me every day. In a pandemic there are far more serious things to worry about, b\u2026 https://t.co/oN1sGIb0nJ",09-02-2021 19:02,Vancouver,Positive
@BlueLionBlog @elladeonRH @realjuliasong They do slow the spread of enough people will use them. \nIt\u2019s the people t\u2026 https://t.co/m41PefsHRT,09-02-2021 19:02,Vancouver,Positive
@BrianTorri @gepehill1 Philippine islands,09-02-2021 19:02,Vancouver,Negative
"@crazyrican21 @SocialistBoomer What is the result of public criticism, especially angry disproportionate criticism\u2026 https://t.co/uXs5VecAIp",09-02-2021 19:02,Vancouver,Positive
@iamfilotastic @Valliate I think it\u2019s still the most common callout among all the teams that were in PCS,09-02-2021 19:02,Vancouver,Negative
\ud83e\uddcb @truedancanada_jenjudan #vancouver @ Truedan \u73cd\u716e\u4e39 Canada https://t.co/4LIKvJtEyW,09-02-2021 19:02,Vancouver,Positive
"@jchidleyhill @ThomasDrance This is so lame, they were in the black hundreds of millions? Wow..",09-02-2021 19:02,Vancouver,Negative
"#TSN1040 was my only reason to turn on the radio, hopefully everyone who lost their jobs finds their way into podca\u2026 https://t.co/itg79rq6Ei",09-02-2021 19:03,Vancouver,Negative
@eufaula92 @jhaahjj @elladeonRH @realjuliasong Better than being a poorly educated misinformed backwoods hic.,09-02-2021 19:03,Vancouver,Negative
if my career ended on that song\ud83e\udd2e,09-02-2021 19:03,Vancouver,Negative
.@thehotelscoop  thank you for your follow and interest in #Tripstotales #travelgame which has you reliving your pa\u2026 https://t.co/cyNKOOmSkx,09-02-2021 19:03,Vancouver,Positive
@Izichka @ACFAAB @frankiesnorm @FPFAlberta @HistoireAB @Lecafeshow_RC @FedeFrancoCB @CsfCb @Educacentre_BC @CJFCB J\u2026 https://t.co/mLTNprHpVu,09-02-2021 19:03,Vancouver,Positive
@RichEisenShow https://t.co/m0LYSDKobc,09-02-2021 19:03,Vancouver,Positive
@u3akfd7f @SocialistBoomer The non compromisers are an irrelevant 1% fringe who can be totally ignored.,09-02-2021 19:03,Vancouver,Negative
@Izichka @ACFAAB @frankiesnorm @FPFAlberta @HistoireAB @Lecafeshow_RC @FedeFrancoCB @CsfCb @Educacentre_BC @CJFCB @ReLeger PTI,09-02-2021 19:03,Vancouver,Negative
@rachsyme Lush tumeric latte bath bombs. Bathing in gold feels luxurious and lifts my spirits.,09-02-2021 19:03,Vancouver,Negative
@JasonBoles10 @granvillebeer mmm sounds amazing!,09-02-2021 19:03,Vancouver,Positive
"@ReedDeming If you want controversial, try singing Darling Nikki!",09-02-2021 19:03,Vancouver,Negative
@johnny_scirocco @SocialistBoomer Seems almost unanimous.,09-02-2021 19:03,Vancouver,Negative
@Vknopp40 @granvillebeer so good \ud83e\udd24,09-02-2021 19:03,Vancouver,Positive
@passittobulis I\u2019m new to both those things and even I\u2019m right there with you. Doesn\u2019t seem right.,09-02-2021 19:03,Vancouver,Negative
Videographers got me like \ud83d\ude44. Give me two minutes to shoot and you can literally get any angle you want pls \ud83d\ude2d,09-02-2021 19:03,Vancouver,Negative
Congrats to @SolomonE56 on an amazing career! Class act I was happy to get to know and one of the best players the\u2026 https://t.co/0At2WYDVUz,09-02-2021 19:03,Vancouver,Positive
@HarassNoMore truly spoken,09-02-2021 19:03,Vancouver,Negative
@rinaldopurisimo @TheGoodHop @DrakesBeer those places sound amazing! i\u2019ll have to visit when those borders open \ud83c\udf7b,09-02-2021 19:03,Vancouver,Positive
@wagon_hunter @jhaahjj @FALS3GODS @elladeonRH @realjuliasong Only if you take it over the entire population. On 330\u2026 https://t.co/wI9LmRds4O,09-02-2021 19:04,Vancouver,Negative
@McFarlandRiley haha rux is too traumatized rn,09-02-2021 19:04,Vancouver,Positive
Omg,09-02-2021 19:04,Vancouver,Negative
"@Vknopp40 thanks, uncle vern \u2665\ufe0f",09-02-2021 19:04,Vancouver,Positive
#boycottbell  @BellMediaPR #BellLetsTalk,09-02-2021 19:04,Vancouver,Negative
Can my #onlyfans hurry up and verify just wanna post my sex scenes \ud83d\ude09\ud83d\ude09\ud83d\ude0f,09-02-2021 19:04,Vancouver,Negative
Just posted a photo @ South Granville https://t.co/ayY0wTnNOL,09-02-2021 19:04,Vancouver,Positive
"Just posted a photo @ Surrey, British Columbia https://t.co/0dKuu6FGNw",09-02-2021 19:04,Vancouver,Positive
#Carpool #Surrey -&gt; #Delta #Tsawwassen rideshare #splitcosts #taketurns #sharecoffee https://t.co/MCyVzfcBGq,09-02-2021 19:04,Vancouver,Negative
@MeadeBaron We have a bunch arriving your way for late this week/early next week! If you\u2019d like to learn more about\u2026 https://t.co/bvfl01MXR1,09-02-2021 19:04,Vancouver,Negative
@PunishmentHurts @srobarts @newsthump Lol we all do. I have a dozen VHS \ud83d\udcfc I need to convert to digital so I have to keep that one :),09-02-2021 19:04,Vancouver,Negative
@ChoolPooter @KirkWilcox I Aghreee with That,09-02-2021 19:04,Vancouver,Negative
@noturrevolution @moodandnoise Pay your people. And especially pay your accounting people.,09-02-2021 19:04,Vancouver,Negative
@mattsekeres You\u2019ll bounce back ...tough day Im sorry to all,09-02-2021 19:04,Vancouver,Negative
@KevinUNE2021 @ProudSocialist So you support what you've got. It's like we finally elected 10-11 people to take up\u2026 https://t.co/Ea6q0yPuYS,09-02-2021 19:04,Vancouver,Negative
"@ConradNoShow \nCostco itself can\u2019t. But they can enforce store policies. Eg, no mask no entry. \nGovernments can and\u2026 https://t.co/f9HIt8C7zu",09-02-2021 19:04,Vancouver,Positive
@HWierz Thanks! I use Instantcart through super store and it hasn\u2019t come up but I will search by name!,09-02-2021 19:04,Vancouver,Positive
Day 5: From a day in the life of an educator. No words \u2014 just photos. Thanks @Halessharon for the idea! https://t.co/3AO9fPxmDI,09-02-2021 19:04,Vancouver,Positive
@KirkWilcox Normalize Impeachment,09-02-2021 19:05,Vancouver,Negative
"@KyleKayBee @passittobulis Amazing !! !! \ud83d\ude42 sent a long email, as well. Bell President gonna have a few emails to read in the AM...",09-02-2021 19:05,Vancouver,Positive
"For real though, if you liked Madoka, you'll dig this one.",09-02-2021 19:05,Vancouver,Positive
Another #team1040 memory: meeting @DavePrattSports \n#LetItGoDavePratt https://t.co/WlLI07QsjH,09-02-2021 19:05,Vancouver,Positive
"@mattsekeres Hey Matt. Love your show with Blake and all the 1040 people. Gives us entertainment, knowledge, and gr\u2026 https://t.co/fswCT9qgY4",09-02-2021 19:05,Vancouver,Positive
@jhaahjj @eufaula92 @elladeonRH @realjuliasong Most of these \u201crules\u201d aren\u2019t to control the population but to protec\u2026 https://t.co/6DDZyaDCzV,09-02-2021 19:05,Vancouver,Positive
@picksuppennies @LeanOutEngineer @Frogdancer3 Confused in Canada too https://t.co/AnIteoMl6k,09-02-2021 19:05,Vancouver,Positive
@krusty027 Amazon Prime invested 1.25M into Bell Media's BIPOC partner.\n\nSo you are actually. As there is also Bell\u2026 https://t.co/1TBXEFnxug,09-02-2021 19:05,Vancouver,Positive
@patersonjeff Loved the JPat input. Loved to disagree and agree with you equally. Going to miss this a lot. \ud83d\udc4f\ud83d\ude14,09-02-2021 19:05,Vancouver,Negative
@PartPhil @MikeVersace1 It\u2019s unbelievable! Might change my cellphone provider...in fact I will. Absolutely disgusti\u2026 https://t.co/ZqGcDZgx1u,09-02-2021 19:05,Vancouver,Positive
@ConradNoShow Just trying to set you straight. But if you feel just piling on with the rest of them is the right th\u2026 https://t.co/yRG7eAFApu,09-02-2021 19:05,Vancouver,Negative
"@sarahkirby_yung @CityofVancouver Hi @sarahkirby_yung, I\u2019m disappointed to report that the #slowstreets signage has\u2026 https://t.co/EgCtGuJSDh",09-02-2021 19:05,Vancouver,Positive
Snow showers from yesterday https://t.co/A6eXTrT4zJ,09-02-2021 19:05,Vancouver,Positive
@sarahkirby_yung @CityofVancouver Will email the slow streets team again (3rd time) and letting them know the city\u2026 https://t.co/go8JvZGdzN,09-02-2021 19:05,Vancouver,Positive
The only type of candles I'm interested in... $btc $eth \ud83d\ude02 https://t.co/P2MGf6hbBj,09-02-2021 19:05,Vancouver,Positive
@HipIOTechReview Really! This is the third email I have received from my third action. I had one dude beg and pled with me on social media.,09-02-2021 19:05,Vancouver,Positive
And some more https://t.co/7ImFg5g8Qx,09-02-2021 19:05,Vancouver,Positive
https://t.co/qTcQLELStM,09-02-2021 19:05,Vancouver,Positive
"#Trump mob could have killed some members of #Congress, some nonmembers did die, and there will still be\u2026 https://t.co/zg5lEmmZ7Y",09-02-2021 19:06,Vancouver,Negative
This is pretty amazing! I\u2019ve been a fan of Grace\u2019s work in her @Refinery29 series \u201cState of Grace\u201d for some time &amp;\u2026 https://t.co/i35mUtudxg,09-02-2021 19:06,Vancouver,Positive
Me working my Olivia Lux mini berkin fantasy...Canadian Style\ud83c\udde8\ud83c\udde6 #timbits #RUPAULSDRAGRACE https://t.co/8Dt5MHLO1V,09-02-2021 19:06,Vancouver,Positive
"@u3akfd7f @SocialistBoomer First you get public option. Then extend Medicare to 50 year olds, then you + young peop\u2026 https://t.co/EQTV7A8fiK",09-02-2021 19:06,Vancouver,Positive
Sgt. Slotter's Print Shop is open for business!!! Join me on @Twitch to see what all the fuss is about! \ud83e\udd42\u26a1\ud83d\ude80\u2026 https://t.co/DKCMx3boAf,09-02-2021 19:06,Vancouver,Positive
@spinsewz @frogforrest Hey girl! Where can I purchase the weed nug hoodie?,09-02-2021 19:06,Vancouver,Positive
https://t.co/Der0CGGvTk,09-02-2021 19:06,Vancouver,Positive
@jhaahjj @wagon_hunter @FALS3GODS @elladeonRH @realjuliasong That\u2019s about as good an analogy as I\u2019d expect. I under\u2026 https://t.co/ocDglWdjjU,09-02-2021 19:06,Vancouver,Positive
https://t.co/aQMdgMzkA2,09-02-2021 19:06,Vancouver,Positive
@KevinUNE2021 @ProudSocialist I'm a Social Democrat on even numbered days and a Democratic Socialist on odd numbered days,09-02-2021 19:06,Vancouver,Negative
https://t.co/2AjOpzXu9X,09-02-2021 19:06,Vancouver,Positive
@MHNURSEKENT @TheOliviaLux \ud83e\udd29\ud83e\udd29\ud83e\udd29 https://t.co/ukHS2nryAY,09-02-2021 19:06,Vancouver,Positive
https://t.co/5dSWWP50xl,09-02-2021 19:06,Vancouver,Positive
This. Is. Stunning. \ud83e\udd70\u2728\ud83e\udd70,09-02-2021 19:06,Vancouver,Negative
@chuck_martin Because I don\u2019t care about stuff that happened 60 plus years ago. The game is so different it\u2019s fooli\u2026 https://t.co/28ntqtU79C,09-02-2021 19:06,Vancouver,Negative
@ac_cshop @Kyle_Salapare,09-02-2021 19:06,Vancouver,Negative
https://t.co/aBlHUUGY3x,09-02-2021 19:06,Vancouver,Positive
Just bought the a7c and I\u2019m super excited \ud83d\ude02 https://t.co/e31Ft9qghX,09-02-2021 19:07,Vancouver,Positive
@KathKitts @NEWS1130Dean @DeniseTWong ... ... ... ... sure.,09-02-2021 19:07,Vancouver,Positive
@PattyHajdu Maybe one day we will get to use it in BC,09-02-2021 19:07,Vancouver,Negative
@PaolarGiveaways @gotham_acnh @Kyle_Salapare,09-02-2021 19:07,Vancouver,Negative
O......M....G!!!!\ud83e\udd23\ud83e\udd23\ud83e\udd23,09-02-2021 19:07,Vancouver,Negative
@bababoboo @BanGaoRen @RomeUnholy https://t.co/AGwJrmt6Fu,09-02-2021 19:07,Vancouver,Positive
@rosielovemail @AtlantisLoot7 @Kyle_Salapare,09-02-2021 19:07,Vancouver,Negative
#NowPlaying Sunshine Riptide \ud83c\udf0a\ud83d\udc9c,09-02-2021 19:07,Vancouver,Negative
The Designer\nNow at https://t.co/KcvI18TNcv @ DiG Leather Co https://t.co/e4kWdG31LT,09-02-2021 19:07,Vancouver,Positive
"Have you ever had a role like ""Outside Sales Rep - Fluid Solutions""? What did you like most about that job? #Sales #LangleyCity, BC",09-02-2021 19:07,Vancouver,Negative
